CommentID,CreateTime,Content,UserName,EventID
68,2018-04-22 04:02:29,"Oh my gosh, the fireflies!  I *am* an art historian, but rarely have moments with art that were as awe-inspiring as my time with/in the Yayoi Kusama piece.  I think my husband was pretty convinced that I would want to buy the \firefly\"" shirt in the gift shop, but I passed on that in favor of a signed Klett & Wolfe book.  Which is a perfect way to transition into saying that the current photography show, \""Charting the Canyon\"" is wonderful -- it's whimsical and interesting and definitely worth the visit.  Also, I'm really glad that gallery exists, because without it there simply wouldn't be enough photography exhibited in the space.  All in all, a wonderful museum, and worth the time...and a gift shop that sells autographed books is always a plus -- not enough museums do this when showing living artists!""",gDN0Hpfy,106
69,2018-03-25 15:28:36,"UGH. I ate here for my last night after spending my whole summer in Phoenix/Scottsdale and it was perhaps the worst decision (and my least favorite place I ate at over the entire summer)! I was thoroughly bummed with my dining experience after hearing constantly how Zen 32 was supposedly \the hip\"" place. I was completely unimpressed with the hostesses and the service (which was slow, rude, and totally unhelpful), the food was disappointing (not fresh, not tasty, not innovative), and the ambiance was definitely not what it was built up to be. We ordered a variety of entrees and sushi rolls, both of which were completely inauthentic Japanese and nothing special in terms of preparation or ingredients. I would have rather eaten at PF Changs or Roys, where I would be spared the pretentiousness. Also, the place is crowded. Not in a good, social lounge scene way. In a nasty, don't have enough room to eat/breathe way. For some reason word of mouth has gotten out that Zen 32 is THE sushi place, but spare yourself the tasteless reality. Seriously, it's not that chic. Unless you're really dying for sushi at midnight, you're better off next door at Delux.""",L5xmpDrT,458
70,2018-02-17 08:25:28,I love Bed Bath and Beyond. They have so many cool things. This particular store did not have two things out of two that I was looking for. Hmm.... Why the three stars? The service! The service was exceptional by each and every individual that helped me. \n\nSo I went looking for a very small pressure cooker for a friend and also for the Dirt Devil hand held vacuum. I saw it online a few days ago at their website but when I got there,kgm9cHCB,1798
71,2018-02-25 05:15:42,This is one of those places that if you haven't gone,MONVdteI,470
72,2018-03-16 02:02:36,I guess I'm not such a big fan of the alcohol/ice cream combination after all.  I tried the passion fruit/vodka and a champagne flavor (strawberry?).  While both were okay,w2ArWydj,2035
73,2018-03-26 01:42:44,I feel like this place deserves 2 stars  and my wife feels like it doesn't deserve any stars...we split steak calamari..I thought it was okay and my wife didn't care for it at all..the sauce was decent.  For entree,3BEGS4Lc,1138
74,2018-05-24 01:25:29,Hey--it's an Ethiopian restaurant in Phx!!  What it lacks in decor,oDvVIZHQ,3089
75,2018-04-08 08:06:25,I cannot say enough good things about Morton's. The boyfriend and I celebrated Valentine's Day there last weekend and we could not have had a better experience.\n\nWe saw on their website that they are running a special -$99 dinner for two. What an amazing deal. You get salad,ojhZZyS5,2462
76,2018-02-17 09:04:48,What can I say that hasn't already been said about In-N-Out Burger? Probably nothing.\n\nI ate here knowing it was going to be my last gluten and dairy inclusive meal for a very long time,u2TnXMlQ,3731
77,2018-05-12 07:50:01,The D&D has a great selection of sandwhiches... unless you're a veg... and then the selection is pretty limited.... although admittedly,XFpXaAWL,4683
78,2018-04-16 00:55:04,"Impromptu visit to Milagros yesterday as it has finally opened. In between lunch and dinner, but wanted to check it out anyway. Great vibe and rich look, they have really transformed this space.\n\nFixed my eyes on the Mahi tacos, price aside, some of the best fish tacos I've had in a long time. Fresh Mahi, hand made tortilla's, pickled red onions, thinly sliced chili peppers, three little gems on a plate. Sumptuous! I asked for \ something \"" spicy and my server brought a very unusual side of a thick spicy blended sauce that fulfilled the craving for heat. \n\nI can't believe the size of the patio they added and can't wait for cooler weather to enjoy it at happy hour. Great addition to the Arcadia restaurant scene. Congrats to all the Johnsons on this endeavor.""",vWyg05Jh,2836
79,2018-02-16 22:13:13,This has quickly become one of my favorite hang out spots in Tempe. My coworkers and I often go here after work to have a drink. The employees that work there are super friendly and so are the other regulars. They are never busy so the drinks never take too long and neither does the food. They are open until 2 a.m. every night so its a good place to go after our restaurant closes. I love the baseball bats on the bathroom doors and the overall vibe of this place. They have happy hour specials from 11-close that include $5 appetizers as well as drink specials. The pizza is pretty good as well. I now stop by here a few times a week and will continue to do so.,zcimeqGJ,2661
80,2018-02-06 11:05:13,Excellent food,ASPt7ftf,218
81,2018-05-19 07:55:50,"I go to the Tempe location often since I'm usually at Cowtown or Casey's right around the corner, and it's a great place to run in and grab a drink or sit for a while and chat.  I met a friend there not too long ago who, surrounded by $900 bikes and dozens of Mac books reflecting in Ray Bans, proclaimed that she was \not cool enough\"" to be there.  However, after a while of smelling the freshly brewed coffee and taking in the unique art, she changed her mind.\n\nTry the dirty whore.  It's a house-made horchata with a shot of espresso.  YEEEEES.""",xvZS8b5b,3819
82,2018-03-09 20:04:17,Pretty much what every one else had already said,j1vpnes4,4539
83,2018-02-10 19:26:15,The absolute worse service I've encountered. My boyfriend,Q7k6tGOr,835
84,2018-03-19 13:53:31,AZ88 gets 5 stars for having the best Buffalo Chicken Sandwich in all of Arizona.  It is incredible.  Messy as hell but incredible nonetheless.  Oh,QtS5Auai,1907
85,2018-05-14 02:27:05,We probably get take out from Li's 3 or 4 times a month. For the most part,yYJKidsD,3493
86,2018-04-12 01:05:14,"This space has GREAT potential... The question is...will it ever achieve it ?? \n\n I applaud the \vision\"" of Karl Kopp, I feel he preserved the original architectural elements of the building, while finally catapulting the central Phoenix's bar /restaurant scene into 2008.  Finally an upscale restaurant and bar that actually looks like money went into the renovation... Ikea purchased items were not identified here.   \n\nThe main \""lobby\"" bar/restaurant on the first floor is huge... anchored by a large square bar in the center of the room... the ceiling soars above... a perfect space for an art installation.  The room is basically divided into a 60/40 bar/dining area with the main focus on the bar area.  \n\nSpeaking of the bar area... strange place... although the seating at the bar is exceptional, several standard bar features are missing... The standard visual liquor selection is nowhere to be found, and the bartender was at a loss for the choices of vodka.  I'm not sure where they bought their martini glasses... they are NOTHING close to the \""birdbath\"" martini  size of AZ88...perhaps someone confused the martini glass order and shipped out eye wash cups... I'm thinking that these are not the standard size  and it was all just a very evil joke! (Hint... if you enjoy olives in your martini... order them on the side.  Once  the spear of olives is removed from the drink,  the drink then becomes half empty... exzageration?  fabrication? Order one and decide for yourself)\n\nSpeaking of size..check out the enormous medieval torture device in the center of the bar... oh wait... I'm sorry... it's an industrial size prosciutto slicer.. Silly me.  Bevnaps where never used, perhaps they have not been stocked yet?? \n\nThe restaurant table service was spotty, if not aloof.  This type of attitude works great after the restaurant opens and introduces the red rope / bouncer.. my opinion... first learn how to wait on tables, then concentrate on affecting (or should I say...perfecting) the attitude.  \n\nThe \""deconstructed\"" prosciutto and melon plate we ordered was nothing special, the crisp bread pizza type app was ok.. again, nothing exciting here.  Well, that's not true.. as there IS something exciting in this bar... The bathroom area on the mezzanine level!!.. mirrors and white hot lighting ensures that if you look \""good\"" in that lighting... you'll look \""GREAT\"" in the soft lighting of the bar area.  \n\nThe balcony seating area in my opinion would be better used as a low seating area rather than a dining area. One can only hope that the upper floors will be used for live music and outdoor seating.  The basement should be opening soon, potentially a moshpit dance area? Who knows..  If you've been to Swigg in Santa Fe, you'll feel right at home here... Check it out, give it a try... or wait until they \""weed out\"" the bad help and get the place up to speed.""",USOyuH8s,654
